Title,URL,LastUpdated
"Create payment invoices","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/create-payment-invoice","5/7/2025"
"Record right-of-use asset depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/record-rou-asset-depreciation","5/7/2025"
"Reverse posted lease transactions","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/reverse-posted-lease-trans","5/7/2025"
"Asset leasing conventions","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/asset-leasing-convention","7/26/2024"
"Adjust leases","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/adjust-lease","6/3/2022"
"Impair right-of-use assets","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/impair-rou-asset","7/15/2025"
"Propose a lease for termination","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/lease-termination","11/4/2025"
"Associate fixed assets with leases","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/associate-lease-with-fixed-asset","5/7/2025"
"Record leases in foreign currencies","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/record-leases-foreign-currency","5/7/2025"
"Revalue lease payments that are linked to an index rate","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/revalue-payments-tied-2-index-rate","5/7/2025"
"Reclassify the short-term portion of lease liability","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/reclassify-st-lease-liability","5/7/2025"
"View liability, asset, and expense transactions","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/view-asset-transactions","4/30/2024"
"Compounding interval functionality","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/compound-interval-functionality","5/7/2025"
"Confirm Asset leasing payment schedules in a batch","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/confirm-payment-schedules-in-batch","5/7/2025"
"Create monthly journal entries in a batch","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/create-monthly-journals-batch","7/15/2025"
"Lease posting types","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/lease-posting-types","4/30/2024"
"Dual reporting","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/dual-reporting","6/3/2022"
"Set up lease approval workflows","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-lease-wrkflw","5/7/2025"
"Use lease approval workflows","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/use-create-lease-wrkflw","7/15/2025"
"Manage leases through the Lease import framework","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/manage-leases-thru-imprt-framewrk","8/16/2024"
"Asset leasing reports","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/asset-leasing-rprts","7/15/2025"
"General ledger home page","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/general-ledger","8/27/2025"
"Plan your chart of accounts","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/plan-chart-of-accounts","7/11/2025"
"Plan your local chart of accounts","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/plan-local-chart-of-accounts","5/13/2024"
"Main account types","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/main-account-types","7/11/2025"
"Set up main account categories","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/set-up-main-account-categories","5/8/2024"
"Set up a ledger account alias","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/set-up-ledger-account-alias","7/26/2024"
"Create a main account","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-main-account","9/8/2025"
"Allocation terms","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/main-account-allocation-terms","5/8/2024"
"Financial tags","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-tag","6/13/2025"
"Differences between financial tags and financial dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-tag-financial-dimension","4/29/2024"
"Financial tag rules","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-tag-defaulting","4/27/2025"
"Financial tag rule reference","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-tag-rule-reference","11/4/2025"
"Financial tags development guidelines and FAQ","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/fin-tag-custom","9/17/2025"
"Define financial dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/define-financial-dimensions","9/8/2025"
"Highly variable dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/high-var-dimensions","1/7/2025"
"Check for highly variable dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/high-var-dimension-tool","8/2/2025"
"Enter account and dimension combinations (segmented entry control)","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/enter-account-dimension-combinations-segmented-entry-control","5/8/2024"
"Financial dimension sets","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-dimension-sets","9/24/2025"
"New financial dimension sets","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-dimension-set-new","9/24/2025"
"Maintain financial dimension default templates","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/maintain-financial-dimension-default-templates","7/26/2024"
"Configure account structures","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/configure-account-structures","3/14/2024"
"Account structure activation performance enhancement","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/account-structure-improvement","9/25/2025"
"Create and assign advanced rule structures","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-assign-advanced-rule-structures","9/8/2025"
"How do I set up balancing financial dimensions?","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/set-up-balance-dimensions","9/7/2024"
"Default financial dimensions on financial journals","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/dimensions-default-values","7/20/2024"
"Process allocations","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/process-allocations","5/8/2024"
"Configure ledgers","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/configure-ledger","10/22/2022"
"How to change the accounting or reporting currency","https://learn.microsoft.com/en-us/troubleshoot/dynamics-365/finance/general-ledger/add-change-accounting-reporting-currency","4/30/2024"
"Change or reassign a ledger calendar","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/change-mdfy-clndr-to-ledger","5/7/2025"
"Balanced journals for interunit accounting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/example-balanced-journals-interunit-accounting","5/8/2024"
"Intercompany accounting setup","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/intercompany-accounting-setup","5/7/2025"
"Set up default descriptions for automatic posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/set-up-default-descriptions-for-automatic-posting","5/7/2025"
"Accruals overview","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/accruals-overview","5/14/2024"
"Create accrual schemes","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-accrual-schemes","9/8/2025"
"Ledger journal types","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-journal-types","5/8/2024"
"Create advanced rules for journals","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-advanced-rules-journals","9/8/2025"
"Add lookup values for financial dimensions to Excel templates","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/financial/add-dimensions-excel-templates","9/25/2025"
"Posting definitions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/posting-definitions","5/7/2025"
"Posting definition examples","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/example-posting-definitions","5/7/2025"
"Import currency exchange rates","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/import-currency-exchange-rates","9/25/2025"
"Dual currency","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/dual-currency","6/28/2022"
"Currency revaluation posting profiles","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/currency-revalue-posting-profile","5/13/2025"
"Posting profiles overview","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/pstg-prfles-ovrvw","9/25/2025"
"Recommended practices for posting profiles","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/recommended-practices-pstg-prfles","10/1/2025"
"Accounts for automatic transactions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/accounts-for-auto-transactions","5/13/2024"
"Inventory posting profiles","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/inventory-posting-profiles","5/13/2024"
"Sales order posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/sales-order-posting","6/3/2022"
"Purchase order posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/purchase-order-posting","3/25/2024"
"Inventory posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/inventory-posting","6/3/2022"
"Production postings","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/production-posting","5/15/2025"
"Standard cost variance posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/standard-cost-variance-posting","6/3/2022"
"Indirect cost posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/indirect-cost-posting","6/3/2022"
"Costing parameter values setup","https://learn.microsoft.com/en-us/dynamics365/supply-chain/landed-cost/costing-parameters-setup","9/19/2025"
"Ledger allocation rules","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-allocation-rules","9/4/2025"
"Process ledger allocation journal","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/process-ledger-allocation-journal","5/8/2024"
"General journal processing","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/general-journal-processing","4/22/2025"
"Post periodic journals","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/post-periodic-journals","5/8/2024"
"Create and validate journals","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-validate-journals","9/8/2025"
"Can't post a journal due to imbalance","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/posting-fail-imbalance","4/30/2024"
"Reverse journal posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/reverse-journal-posting","5/7/2025"
"Can't reverse a transaction","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/cant-reverse-transctns","4/30/2024"
"Create a journal entry using template","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-journal-entry-template","9/8/2025"
"View journal entries or transactions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/view-journal-entries-or-transactions","5/8/2024"
"Allow edits to internal data on general ledger vouchers","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/allow-edits-internal-data-gl-vouchers","5/23/2025"
"View related intercompany voucher from journal","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/view-related-intercompany-voucher-journal","5/8/2024"
"Intercompany journals: Dimension values on multi-line vs single line journal","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/intercompany-journal","4/5/2023"
"Publish journal lines and documents from Excel","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/open-lines-excel-journals-documents","5/8/2024"
"Financial journal posting performance","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/posting-performance","5/8/2024"
"Automatic split of large financial journals","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/auto-split-journal","10/25/2024"
"Delete master records in financial journals","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/master-rec-del","9/25/2025"
"Create ledger accrual transactions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-ledger-accrual-transactions","9/8/2025"
"One voucher","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/one-voucher","10/9/2024"
"One voucher FAQ","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/one-voucher-faq","5/7/2025"
"Accounting distributions","https://learn.microsoft.com/en-us/dynamics365/finance/accounts-payable/accounting-distributions","5/7/2025"
"Subledger transfer to the general ledger","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/subledger-transfer","9/25/2025"
"Accounting source explorer","https://learn.microsoft.com/en-us/dynamics365/finance/accounts-payable/accounting-source-explorer","9/25/2025"
"Documents pending accounting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/documents-pending-accounting","9/25/2025"
"View journal entries and transactions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/view-journal-entries-transactions","9/4/2025"
"Trial balance with transactional detail report","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/general-ledger-public-sector-trial-balance","6/8/2023"
"General ledger statement by main account","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/general-ledger-statement-by-main-account","8/12/2022"
"Standard Audit File for Tax (SAF-T) electronic report","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/standard-audit-file","9/3/2025"
"Ledger settlement inquiry","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settlement-inquiry","5/8/2024"
"Close the general ledger at period end","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/close-general-ledger-at-period-end","5/8/2024"
"Financial period close workspace","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-period-close-workspace","5/8/2024"
"Optimize year-end close","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/optimize-year-end-close","12/6/2022"
"Year-end close","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/year-end-close","9/25/2024"
"Year-end close validation","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/yec-valid","7/29/2025"
"Close the fiscal year","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/close-fiscal-year","9/8/2025"
"Mass financial period close","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/mass-financial-period-close","5/8/2024"
"Year-end activities FAQ","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/faq-year-end-activities","11/22/2024"
"Ledger settlements","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settlements","4/27/2025"
"Partial ledger settlements","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settlements-partial","10/25/2024"
"Out of balance ledger settlements","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settlement-out-balance","7/29/2025"
"Awareness between ledger settlement and year-end close","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/awareness-between-ledger-settlement-year-end-close","9/23/2025"
"Awareness between ledger settlement parameter before year-end close","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settle-yec","11/8/2024"
"Enable advanced awareness options parameter after year-end close","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settle-yec-after","11/8/2024"
"Reporting currency out of balance when the year-end close is run","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/reporting-currency-yec","11/8/2024"
"Enable advanced awareness options parameter before year-end close using the inquiry page","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settlement-yec-inquiry-before","11/8/2024"
"Enable advanced awareness options parameter after year-end close using the inquiry page","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-settlement-yec-inquiry-after","11/8/2024"
"Automate ledger settlements","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/auto-settle","9/24/2025"
"Foreign currency revaluation for General ledger","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/foreign-currency-revaluation-general-ledger","3/15/2024"
"General ledger account balances","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/general-ledger-account-balances","5/7/2025"
"Journalize posted journal entries","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/journalize-posted-journal-entries","9/8/2025"
"Account Reconciliation Agent (production ready preview)","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/acct-rec-agent","9/26/2025"
"Set up and configure the Account Reconciliation Agent (production ready preview)","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/configure-acct-recon-agent","5/19/2025"
"Account reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/account-reconciliation","11/17/2025"
"Consolidation and elimination overview","https://learn.microsoft.com/en-us/dynamics365/finance/budgeting/consolidation-elimination-overview","5/14/2024"
"Financial consolidations and currency translation overview","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-consolidations-currency-translation","6/17/2024"
"Consolidation account groups and additional consolidation accounts","https://learn.microsoft.com/en-us/dynamics365/finance/budgeting/consolidation-account-groups-consolidation-accounts","5/1/2024"
"Create consolidation groups and additional consolidation accounts","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-consolidation-groups","9/8/2025"
"Prepare a legal entity for the consolidation process","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/prepare-company-for-consolidation","5/7/2025"
"Set up a subsidiary legal entity for consolidation","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/set-up-subsidiary-company-for-consolidation","5/7/2025"
"Online financial consolidations","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/consolidate-online","5/7/2025"
"Consolidate online templates","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/consolidation-templates","4/26/2024"
"Import subsidiary data from files","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/import-subsidiary-data-from-files","5/7/2025"
"Export subsidiary data to files","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/export-subsidiary-data-to-file","5/7/2025"
"Import format for consolidation","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/consolidate-with-import-format","5/8/2024"
"Elimination rules","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/elimination-rules","5/13/2024"
"Generate consolidated financial statements","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/generating-consolidated-financial-statements","6/17/2024"
"Currency revaluation in a consolidation company","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/currency-revaluation-consolidation-company","9/24/2025"
"Audit policy rules","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/audit-policy-rules","9/25/2025"
"Audit policy violations and cases","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/audit-policy-violations-cases","9/25/2025"
"Define audit policies for source documents","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/define-audit-policies-source-documents","9/8/2025"
"Get started with financial reporting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-reporting-getting-started","7/1/2025"
"Financial reporting","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/financial-reporting-intro?context=/dynamics365/context/finance","4/25/2024"
"Configure Microsoft Power Platform for use with the Financial reporting add-in","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/configure-power","12/8/2023"
"Financial reporting best practices","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/fin-reports-best","5/7/2025"
"Financial reporting posting audit","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/postings-audit-report","11/11/2024"
"Financial report components","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/financial-report-components?context=/dynamics365/context/finance","9/29/2023"
"View and design financial reports","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/design-financial-reports","9/25/2025"
"Currency capabilities in financial reporting","https://learn.microsoft.com/en-us/dynamics365/finance/dev-itpro/financial-reporting-currency-capability","7/21/2025"
"Retained earnings calculation in Financial reporting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/retained-earnings-enhancements","5/8/2024"
"Balance sheet financial reports","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/balance-sheet-financial-reports","6/18/2024"
"Generate financial reports","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/generate-financial-report?context=/dynamics365/context/finance","12/4/2024"
"Income statement financial report","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/income-statement-financial-report","9/25/2025"
"Trial balance financial reports","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/trial-balance-financial-reports","6/18/2024"
"View financial reports","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/view-financial-reports","9/16/2024"
"Report Designer interface","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/report-designer-interface?context=/dynamics365/context/finance","9/29/2023"
"Keyboard shortcuts for missing account analysis","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-reporting-keyboard-shortcuts","5/8/2024"
"User preferences in financial report designer","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/user-preferences-financial-report-designer?context=/dynamics365/context/finance","4/25/2024"
"Advanced formatting options in financial reporting","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/advanced-formatting-options-financial-reporting?context=/dynamics365/context/finance","9/29/2023"
"Organize report components in report designer","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/organize-components-report-designer?context=/dynamics365/context/finance","5/7/2025"
"Report definitions in financial report designer","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/design-financial-report-definitions?context=/dynamics365/context/finance","5/7/2025"
"Row definitions in financial report designer","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/row-definitions-financial-reporting?context=/dynamics365/context/finance","9/29/2023"
"Column definitions in financial reports","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/column-definitions-financial-reports?context=/dynamics365/context/finance","9/29/2023"
"Reporting tree definitions in financial reports","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/financial-reporting-tree-definitions?context=/dynamics365/context/finance","9/29/2023"
"Modify row definition cells","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/modify-row-definition-cells-financial-reporting?context=/dynamics365/context/finance","5/30/2024"
"Reset the Financial reporting data mart","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/reset-financial-reporting-datamart-after-restore?context=/dynamics365/context/finance","11/8/2024"
"Data mart resets FAQ","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/fin-ops/analytics/when-to-reset-data-mart?context=/dynamics365/context/finance","11/8/2024"
"Financial reporting FAQ","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-reporting-faq","5/21/2024"
"Finance insights home page","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/finance-insights-home-page","7/11/2025"
"Configuration for Finance insights","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/configure-for-fin-insites","9/24/2025"
"Enable customer payment predictions","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/enable-cust-paymnt-prediction","5/7/2025"
"Enable cash flow forecasting","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/enable-cash-flow-forecasting","5/7/2025"
"External data in cash flow forecasts","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/external-data-in-cash-flow","9/25/2025"
"Enable Budget proposal","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/enable-budget-proposal","5/7/2025"
"Create a data integration project","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/create-data-integrate-project","5/7/2025"
"Tables used by Customer payment predictions and Cash flow forecasts","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/tables-detail","4/4/2025"
"Results of machine learning models","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/confusion-matrix","6/3/2022"
"Evaluate the initial customer payment prediction model","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/evaluate-payment-prediction","5/6/2024"
"Improve the prediction model","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/improve-model","11/11/2025"
"Model management lifecycle","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/model-manage-lifecycle","5/6/2024"
"Budget proposals","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/budget-proposals","5/7/2025"
"Cash position","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/cash-position","5/6/2024"
"Cash forecast","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/cash-flow-forecast-intro","6/10/2025"
"Customer payment predictions","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/payment-insights-overview","5/6/2024"
"Use Customer payment predictions","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/use-customer-payment-predictions","5/6/2024"
"Snapshots overview","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/payment-snapshots","5/6/2024"
"Troubleshoot Finance insights setup issues","https://learn.microsoft.com/en-us/dynamics365/finance/finance-insights/finance-insights-troubleshooting-faq","11/20/2024"
"Public sector home page","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/public-sector-functionality","5/7/2025"
"Plan for public sector functionality","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/plan-public-sector-functionality","5/28/2024"
"Create cover and signature pages for a payments report for the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/create-cover-signature-pages-payments-report-public-sector","6/10/2025"
"Forecast position distribution","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/forecast-positions","5/28/2024"
"Forecast position reports for the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/forecast-position-reports","5/28/2024"
"Set up and run the Cash position inquiry","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/cash-position-inquiry-setup","6/10/2025"
"Accounts payable in the public sector overview","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/accounts-payable-public-sector","6/3/2022"
"Purchase order codes in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/purchase-order-codes-public-sector","5/28/2024"
"Update the carry-forward budget after reductions in purchase orders and invoices","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/determine-carry-forward-budget","5/7/2025"
"Create and assign a trading partner code in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/create-assign-trading-partner-code-public-sector","5/28/2024"
"Posting definitions in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/posting-definitions-public-sector","9/22/2022"
"One-time vendors in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/one-time-vendors-public-sector","5/28/2024"
"Create a one-time vendor and invoice in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/create-one-time-vendor-invoice-public-sector","5/28/2024"
"Create a vendor certification type in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/create-vendor-certification-type-public-sector","6/10/2025"
"Import and create multiple one-time vendors and invoices in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/import-multiple-one-time-vendors","5/28/2024"
"Restrict editing of accounting distributions on invoices","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/restrict-edit-accounting-distributions","5/7/2025"
"Plan for one-time vendors in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/plan-one-time-vendors-public-sector","5/28/2024"
"Control access to purchase agreements in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/control-access-purchase-agreements-public-sector","5/28/2024"
"Set up purchase agreement classifications in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/set-up-purchase-agreement-classifications-public-sector","6/10/2025"
"Accounts receivable in the public sector overview","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/accounts-receivable-public-sector","5/28/2024"
"Billing classifications and billing codes in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/billing-classifications-billing-codes-public-sector","11/2/2022"
"Create a billing classification in the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/create-billing-classification-public-sector","5/28/2024"
"Create a billing code for the public sector","https://learn.microsoft.com/en-us/dynamics365/finance/public-sector/tasks/create-billing-code-public-sector","5/28/2024"
